sequence_name,sample_date,epi_week,epi_date,lineage
England/ALDP-1589F28/2021,2021-05-13,72,2021-05-09,B.1.525
England/MILK-158B779/2021,2021-05-13,72,2021-05-09,B.1.525
England/ALDP-157F2E0/2021,2021-05-12,72,2021-05-09,B.1.525
England/ALDP-157E59D/2021,2021-05-12,72,2021-05-09,B.1.525
England/ALDP-157E80D/2021,2021-05-12,72,2021-05-09,B.1.525
England/PHEC-L304L959/2021,2021-05-12,72,2021-05-09,B.1.525
England/MILK-157AE4B/2021,2021-05-11,72,2021-05-09,B.1.525
England/ALDP-157EFBD/2021,2021-05-10,72,2021-05-09,B.1.525
England/MILK-157B0AE/2021,2021-05-10,72,2021-05-09,B.1.525
England/MILK-156EC13/2021,2021-05-10,72,2021-05-09,B.1.525
England/MILK-15791F8/2021,2021-05-09,72,2021-05-09,B.1.525
England/MILK-1564B89/2021,2021-05-07,71,2021-05-02,B.1.525
England/MILK-1564C77/2021,2021-05-07,71,2021-05-02,B.1.525
England/MILK-1564503/2021,2021-05-06,71,2021-05-02,B.1.525
England/RAND-1563188/2021,2021-05-06,71,2021-05-02,B.1.525
England/ALDP-1560279/2021,2021-05-06,71,2021-05-02,B.1.525
England/RAND-1561E38/2021,2021-05-05,71,2021-05-02,B.1.525
England/MILK-155F662/2021,2021-05-05,71,2021-05-02,B.1.525
England/ALDP-156AE6C/2021,2021-05-04,71,2021-05-02,B.1.525
England/NORT-1BB791E/2021,2021-05-04,71,2021-05-02,B.1.525
Northern_Ireland/RAND-155F94B/2021,2021-05-04,71,2021-05-02,B.1.525
England/RAND-155FA39/2021,2021-05-03,71,2021-05-02,B.1.525
England/ALDP-155D51C/2021,2021-05-03,71,2021-05-02,B.1.525
England/ALDP-155D37C/2021,2021-05-03,71,2021-05-02,B.1.525
England/ALDP-155D43D/2021,2021-05-03,71,2021-05-02,B.1.525
England/ALDP-155D066/2021,2021-05-03,71,2021-05-02,B.1.525
England/MILK-155E205/2021,2021-05-03,71,2021-05-02,B.1.525
England/HSLL-155A782/2021,2021-05-02,71,2021-05-02,B.1.525
England/ALDP-155657D/2021,2021-05-02,71,2021-05-02,B.1.525
England/QEUH-155BF98/2021,2021-05-02,71,2021-05-02,B.1.525
Scotland/QEUH-155C1CE/2021,2021-05-02,71,2021-05-02,B.1.525
England/MILK-15517F4/2021,2021-04-30,70,2021-04-25,B.1.525
England/MILK-1551D3E/2021,2021-04-29,70,2021-04-25,B.1.525
England/MILK-1553473/2021,2021-04-29,70,2021-04-25,B.1.525
England/ALDP-154D6EF/2021,2021-04-29,70,2021-04-25,B.1.525
England/PHEC-K305K484/2021,2021-04-28,70,2021-04-25,B.1.525
England/PHEC-K305K4A2/2021,2021-04-28,70,2021-04-25,B.1.525
England/PHEC-K304K84D/2021,2021-04-28,70,2021-04-25,B.1.525
England/PHEC-K304K90E/2021,2021-04-28,70,2021-04-25,B.1.525
England/MILK-15505DD/2021,2021-04-28,70,2021-04-25,B.1.525
England/MILK-1545F91/2021,2021-04-28,70,2021-04-25,B.1.525
England/ALDP-1547490/2021,2021-04-28,70,2021-04-25,B.1.525
England/ALDP-1546A35/2021,2021-04-28,70,2021-04-25,B.1.525
England/PHEC-30B47F/2021,2021-04-28,70,2021-04-25,B.1.525
England/PHEC-30BAC8/2021,2021-04-27,70,2021-04-25,B.1.525
England/MILK-155E9E2/2021,2021-04-27,70,2021-04-25,B.1.525
England/ALDP-1543F2A/2021,2021-04-27,70,2021-04-25,B.1.525
England/PHEC-K304K203/2021,2021-04-26,70,2021-04-25,B.1.525
England/PHEC-K304K3A6/2021,2021-04-26,70,2021-04-25,B.1.525
England/ALDP-153BB30/2021,2021-04-26,70,2021-04-25,B.1.525
England/MILK-153CE72/2021,2021-04-26,70,2021-04-25,B.1.525
England/PHEC-30B1C3/2021,2021-04-26,70,2021-04-25,B.1.525
England/PHEC-K304KDF3/2021,2021-04-25,70,2021-04-25,B.1.525
England/PHEC-K304KE3C/2021,2021-04-25,70,2021-04-25,B.1.525
England/ALDP-153A73D/2021,2021-04-25,70,2021-04-25,B.1.525
England/HSLL-153F325/2021,2021-04-25,70,2021-04-25,B.1.525
England/MILK-15365CE/2021,2021-04-25,70,2021-04-25,B.1.525
England/MILK-153D3BE/2021,2021-04-24,69,2021-04-18,B.1.525
England/MILK-153D284/2021,2021-04-24,69,2021-04-18,B.1.525
England/LOND-E6862/2021,2021-04-24,69,2021-04-18,B.1.525
England/LOND-12E8027/2021,2021-04-24,69,2021-04-18,B.1.525
England/PHEC-30B7A3/2021,2021-04-23,69,2021-04-18,B.1.525
England/PHEC-K303K468/2021,2021-04-22,69,2021-04-18,B.1.525
England/LOND-12FC9CB/2021,2021-04-22,69,2021-04-18,B.1.525
Scotland/QEUH-1531C82/2021,2021-04-22,69,2021-04-18,B.1.525
England/ALDP-152ECB5/2021,2021-04-22,69,2021-04-18,B.1.525
Scotland/QEUH-152E67B/2021,2021-04-22,69,2021-04-18,B.1.525
England/ALDP-152EA06/2021,2021-04-22,69,2021-04-18,B.1.525
England/MILK-15332AC/2021,2021-04-22,69,2021-04-18,B.1.525
England/RAND-152B1D7/2021,2021-04-21,69,2021-04-18,B.1.525
England/MILK-152AC13/2021,2021-04-21,69,2021-04-18,B.1.525
England/RAND-1535E5B/2021,2021-04-21,69,2021-04-18,B.1.525
Scotland/QEUH-1528037/2021,2021-04-21,69,2021-04-18,B.1.525
England/ALDP-152BC5E/2021,2021-04-21,69,2021-04-18,B.1.525
England/RAND-152AD89/2021,2021-04-20,69,2021-04-18,B.1.525
England/RAND-152B23E/2021,2021-04-20,69,2021-04-18,B.1.525
England/HSLL-1532C45/2021,2021-04-20,69,2021-04-18,B.1.525
England/HSLL-1532B57/2021,2021-04-20,69,2021-04-18,B.1.525
England/RAND-152B4FC/2021,2021-04-20,69,2021-04-18,B.1.525
England/MILK-1524420/2021,2021-04-20,69,2021-04-18,B.1.525
Scotland/QEUH-151FB14/2021,2021-04-19,69,2021-04-18,B.1.525
England/PHEC-308ABC/2021,2021-04-19,69,2021-04-18,B.1.525
England/PHEC-308199/2021,2021-04-19,69,2021-04-18,B.1.525
England/PHEC-3085E8/2021,2021-04-19,69,2021-04-18,B.1.525
Scotland/QEUH-1515D09/2021,2021-04-18,69,2021-04-18,B.1.525
Scotland/QEUH-1515C2A/2021,2021-04-18,69,2021-04-18,B.1.525
Scotland/QEUH-1515B87/2021,2021-04-18,69,2021-04-18,B.1.525
Scotland/MILK-152B6BA/2021,2021-04-17,68,2021-04-11,B.1.525
England/MILK-15248F7/2021,2021-04-17,68,2021-04-11,B.1.525
England/CAMC-151B741/2021,2021-04-17,68,2021-04-11,B.1.525
England/PHEC-3081E4/2021,2021-04-17,68,2021-04-11,B.1.525
Scotland/QEUH-150C321/2021,2021-04-17,68,2021-04-11,B.1.525
England/MILK-15151EF/2021,2021-04-16,68,2021-04-11,B.1.525
England/MILK-15154D7/2021,2021-04-16,68,2021-04-11,B.1.525
England/CAMC-1516272/2021,2021-04-15,68,2021-04-11,B.1.525
England/PHEC-307E1B/2021,2021-04-15,68,2021-04-11,B.1.525
England/PHEC-307D4B/2021,2021-04-15,68,2021-04-11,B.1.525
England/PHEC-306F82/2021,2021-04-15,68,2021-04-11,B.1.525
England/CAMC-150D52A/2021,2021-04-14,68,2021-04-11,B.1.525
Scotland/QEUH-14FE5C3/2021,2021-04-14,68,2021-04-11,B.1.525
England/ALDP-1507502/2021,2021-04-14,68,2021-04-11,B.1.525
England/RAND-150A3C9/2021,2021-04-14,68,2021-04-11,B.1.525
England/RAND-150A37E/2021,2021-04-14,68,2021-04-11,B.1.525
England/CAMC-1507EDA/2021,2021-04-14,68,2021-04-11,B.1.525
England/MILK-1506345/2021,2021-04-13,68,2021-04-11,B.1.525
England/MILK-1506284/2021,2021-04-13,68,2021-04-11,B.1.525
England/PHEC-306DA6/2021,2021-04-13,68,2021-04-11,B.1.525
England/CAMC-150366D/2021,2021-04-12,68,2021-04-11,B.1.525
England/MILK-14F8189/2021,2021-04-12,68,2021-04-11,B.1.525
England/MILK-151F32B/2021,2021-04-11,68,2021-04-11,B.1.525
England/PHESW-YYBYIWB/2021,2021-04-10,67,2021-04-04,B.1.525
England/PHEC-3051AB/2021,2021-04-10,67,2021-04-04,B.1.525
England/PHEC-3052F3/2021,2021-04-10,67,2021-04-04,B.1.525
England/CAMC-14F23A7/2021,2021-04-09,67,2021-04-04,B.1.525
England/CAMC-14F3CC9/2021,2021-04-09,67,2021-04-04,B.1.525
England/CAMC-14E7B8F/2021,2021-04-08,67,2021-04-04,B.1.525
England/PHEC-304B17/2021,2021-04-07,67,2021-04-04,B.1.525
England/CAMC-14E686B/2021,2021-04-07,67,2021-04-04,B.1.525
England/ALDP-14E5459/2021,2021-04-07,67,2021-04-04,B.1.525
England/ALDP-14E9B50/2021,2021-04-07,67,2021-04-04,B.1.525
England/CAMC-14DED2B/2021,2021-04-07,67,2021-04-04,B.1.525
England/MILK-151F5AD/2021,2021-04-06,67,2021-04-04,B.1.525
England/CAMC-14E518F/2021,2021-04-06,67,2021-04-04,B.1.525
England/CAMC-14E6740/2021,2021-04-05,67,2021-04-04,B.1.525
England/MILK-14CBBFA/2021,2021-04-04,67,2021-04-04,B.1.525
Wales/PHWC-PYDM4Y/2021,2021-04-03,66,2021-03-28,B.1.525
England/CAMC-14D2088/2021,2021-04-02,66,2021-03-28,B.1.525
England/CAMC-14D1DA0/2021,2021-04-02,66,2021-03-28,B.1.525
England/CAMC-14C99A7/2021,2021-04-02,66,2021-03-28,B.1.525
England/CAMC-14C9C62/2021,2021-04-02,66,2021-03-28,B.1.525
England/CAMC-14C9E4E/2021,2021-04-02,66,2021-03-28,B.1.525
Scotland/QEUH-14BCD6F/2021,2021-04-02,66,2021-03-28,B.1.525
England/CAMC-14C2D57/2021,2021-04-01,66,2021-03-28,B.1.525
England/RAND-14CE298/2021,2021-04-01,66,2021-03-28,B.1.525
England/ALDP-14C305D/2021,2021-04-01,66,2021-03-28,B.1.525
England/ALDP-14B803D/2021,2021-04-01,66,2021-03-28,B.1.525
England/CAMC-14B5CD2/2021,2021-04-01,66,2021-03-28,B.1.525
England/MILK-14BB1A0/2021,2021-04-01,66,2021-03-28,B.1.525
Scotland/QEUH-14BB076/2021,2021-04-01,66,2021-03-28,B.1.525
England/MILK-14BB6B0/2021,2021-04-01,66,2021-03-28,B.1.525
Scotland/QEUH-14B4198/2021,2021-03-31,66,2021-03-28,B.1.525
England/CAMC-14A5024/2021,2021-03-31,66,2021-03-28,B.1.525
Scotland/QEUH-14AD684/2021,2021-03-31,66,2021-03-28,B.1.525
England/RAND-14B87DE/2021,2021-03-30,66,2021-03-28,B.1.525
England/RAND-14AE2F8/2021,2021-03-30,66,2021-03-28,B.1.525
England/CAMC-14A667C/2021,2021-03-30,66,2021-03-28,B.1.525
Scotland/CAMC-14A6612/2021,2021-03-30,66,2021-03-28,B.1.525
Wales/CAMC-14ABC2A/2021,2021-03-30,66,2021-03-28,B.1.525
England/CAMC-14ACDAE/2021,2021-03-30,66,2021-03-28,B.1.525
England/PHEC-30483E/2021,2021-03-29,66,2021-03-28,B.1.525
England/PHEC-3047C8/2021,2021-03-29,66,2021-03-28,B.1.525
England/ALDP-14A59ED/2021,2021-03-29,66,2021-03-28,B.1.525
England/CAMC-14ACE23/2021,2021-03-29,66,2021-03-28,B.1.525
England/RAND-149BD75/2021,2021-03-29,66,2021-03-28,B.1.525
England/PHEC-304054/2021,2021-03-27,65,2021-03-21,B.1.525
England/CAMC-149AFE9/2021,2021-03-27,65,2021-03-21,B.1.525
Scotland/EDB17472/2021,2021-03-26,65,2021-03-21,B.1.525
England/CAMC-1483DDA/2021,2021-03-26,65,2021-03-21,B.1.525
England/CAMC-1483DCB/2021,2021-03-26,65,2021-03-21,B.1.525
England/CAMC-142E0F6/2021,2021-03-26,65,2021-03-21,B.1.525
England/MILK-14D7C70/2021,2021-03-25,65,2021-03-21,B.1.525
England/CAMC-1483E13/2021,2021-03-25,65,2021-03-21,B.1.525
Scotland/CAMC-145B904/2021,2021-03-25,65,2021-03-21,B.1.525
England/QEUH-147C67F/2021,2021-03-25,65,2021-03-21,B.1.525
England/CAMC-13D248D/2021,2021-03-25,65,2021-03-21,B.1.525
England/CAMC-13B7E53/2021,2021-03-25,65,2021-03-21,B.1.525
England/PHEC-303B63/2021,2021-03-24,65,2021-03-21,B.1.525
England/PHEC-303A39/2021,2021-03-24,65,2021-03-21,B.1.525
England/PHEC-3037AB/2021,2021-03-24,65,2021-03-21,B.1.525
Scotland/CVR7484/2021,2021-03-24,65,2021-03-21,B.1.525
England/RAND-1471CC3/2021,2021-03-24,65,2021-03-21,B.1.525
England/RAND-1472F50/2021,2021-03-24,65,2021-03-21,B.1.525
Scotland/GGC130/2021,2021-03-24,65,2021-03-21,B.1.525
England/CAMC-144E728/2021,2021-03-24,65,2021-03-21,B.1.525
England/CAMC-145B54C/2021,2021-03-23,65,2021-03-21,B.1.525
England/CAMC-145B89E/2021,2021-03-23,65,2021-03-21,B.1.525
England/MILK-1456E28/2021,2021-03-22,65,2021-03-21,B.1.525
England/MILK-1456EDD/2021,2021-03-22,65,2021-03-21,B.1.525
England/QEUH-1454A9F/2021,2021-03-22,65,2021-03-21,B.1.525
England/CAMC-143E2B1/2021,2021-03-22,65,2021-03-21,B.1.525
Wales/CAMC-144B099/2021,2021-03-21,65,2021-03-21,B.1.525
England/CAMC-144B336/2021,2021-03-21,65,2021-03-21,B.1.525
England/RAND-1471A32/2021,2021-03-21,65,2021-03-21,B.1.525
England/CAMC-145B579/2021,2021-03-20,64,2021-03-14,B.1.525
England/MILK-14457C7/2021,2021-03-20,64,2021-03-14,B.1.525
England/CAMC-143E3BE/2021,2021-03-20,64,2021-03-14,B.1.525
England/CAMC-143DFD9/2021,2021-03-20,64,2021-03-14,B.1.525
England/CAMC-143DD93/2021,2021-03-20,64,2021-03-14,B.1.525
England/CAMC-143DFF7/2021,2021-03-20,64,2021-03-14,B.1.525
England/QEUH-14209F9/2021,2021-03-20,64,2021-03-14,B.1.525
England/MILK-14409B7/2021,2021-03-20,64,2021-03-14,B.1.525
England/QEUH-1435399/2021,2021-03-20,64,2021-03-14,B.1.525
England/QEUH-143111B/2021,2021-03-20,64,2021-03-14,B.1.525
England/QEUH-143105A/2021,2021-03-20,64,2021-03-14,B.1.525
England/QEUH-14311EE/2021,2021-03-20,64,2021-03-14,B.1.525
England/CAMC-142D929/2021,2021-03-19,64,2021-03-14,B.1.525
England/CAMC-141D388/2021,2021-03-19,64,2021-03-14,B.1.525
England/RAND-143CFF8/2021,2021-03-19,64,2021-03-14,B.1.525
England/CAMC-141DBEA/2021,2021-03-19,64,2021-03-14,B.1.525
England/CAMC-141C92D/2021,2021-03-19,64,2021-03-14,B.1.525
England/CAMC-141C556/2021,2021-03-19,64,2021-03-14,B.1.525
England/CAMC-141CAC0/2021,2021-03-19,64,2021-03-14,B.1.525
England/CAMC-141C9A5/2021,2021-03-19,64,2021-03-14,B.1.525
England/CAMC-141CB72/2021,2021-03-19,64,2021-03-14,B.1.525
Scotland/QEUH-14260B2/2021,2021-03-19,64,2021-03-14,B.1.525
Scotland/CAMC-142DBBA/2021,2021-03-18,64,2021-03-14,B.1.525
England/CAMC-141C996/2021,2021-03-18,64,2021-03-14,B.1.525
England/CAMC-141BAA3/2021,2021-03-18,64,2021-03-14,B.1.525
England/BRIS-264A64/2021,2021-03-17,64,2021-03-14,B.1.525
England/CAMC-13FBE44/2021,2021-03-17,64,2021-03-14,B.1.525
England/CAMC-13FBEAE/2021,2021-03-17,64,2021-03-14,B.1.525
Scotland/QEUH-1409AA8/2021,2021-03-17,64,2021-03-14,B.1.525
Scotland/QEUH-1409932/2021,2021-03-17,64,2021-03-14,B.1.525
Scotland/QEUH-140B3D8/2021,2021-03-17,64,2021-03-14,B.1.525
England/PHEC-300E12/2021,2021-03-17,64,2021-03-14,B.1.525
England/PHEC-300E21/2021,2021-03-17,64,2021-03-14,B.1.525
England/MILK-140D1AF/2021,2021-03-16,64,2021-03-14,B.1.525
England/CAMC-13EF8FA/2021,2021-03-16,64,2021-03-14,B.1.525
England/CAMC-13EE54F/2021,2021-03-16,64,2021-03-14,B.1.525
Scotland/CAMC-13EF5C6/2021,2021-03-16,64,2021-03-14,B.1.525
England/QEUH-13F0762/2021,2021-03-15,64,2021-03-14,B.1.525
Scotland/CAMC-13EE776/2021,2021-03-15,64,2021-03-14,B.1.525
England/CAMC-13EEF23/2021,2021-03-15,64,2021-03-14,B.1.525
England/CAMC-13EE5E5/2021,2021-03-15,64,2021-03-14,B.1.525
England/ALDP-1402C30/2021,2021-03-15,64,2021-03-14,B.1.525
Scotland/CAMC-13E75EC/2021,2021-03-15,64,2021-03-14,B.1.525
England/CAMC-13E777D/2021,2021-03-14,64,2021-03-14,B.1.525
England/CAMC-13E785C/2021,2021-03-14,64,2021-03-14,B.1.525
England/QEUH-13E93B3/2021,2021-03-14,64,2021-03-14,B.1.525
England/QEUH-13E9386/2021,2021-03-14,64,2021-03-14,B.1.525
England/MILK-13ECBC7/2021,2021-03-14,64,2021-03-14,B.1.525
England/CAMC-143E6C4/2021,2021-03-13,63,2021-03-07,B.1.525
England/CAMC-13EE3FA/2021,2021-03-13,63,2021-03-07,B.1.525
England/CAMC-13DC623/2021,2021-03-13,63,2021-03-07,B.1.525
England/CAMC-13DCCB8/2021,2021-03-13,63,2021-03-07,B.1.525
England/CAMC-13DC5F9/2021,2021-03-13,63,2021-03-07,B.1.525
England/CAMC-13DCF28/2021,2021-03-13,63,2021-03-07,B.1.525
England/CAMC-13DD15E/2021,2021-03-13,63,2021-03-07,B.1.525
England/RAND-13DDE84/2021,2021-03-12,63,2021-03-07,B.1.525
England/CAMC-13D3808/2021,2021-03-12,63,2021-03-07,B.1.525
England/CAMC-13D4667/2021,2021-03-12,63,2021-03-07,B.1.525
England/CAMC-13D44B8/2021,2021-03-12,63,2021-03-07,B.1.525
Scotland/EDB17124/2021,2021-03-11,63,2021-03-07,B.1.525
England/ALDP-1438F65/2021,2021-03-11,63,2021-03-07,B.1.525
England/RAND-13DDF27/2021,2021-03-11,63,2021-03-07,B.1.525
England/CAMC-13D31EF/2021,2021-03-11,63,2021-03-07,B.1.525
England/CAMC-13D301F/2021,2021-03-11,63,2021-03-07,B.1.525
England/CAMC-13D345F/2021,2021-03-11,63,2021-03-07,B.1.525
England/CAMC-13D2A12/2021,2021-03-11,63,2021-03-07,B.1.525
England/CAMC-13D2EBC/2021,2021-03-11,63,2021-03-07,B.1.525
England/CAMC-13CC116/2021,2021-03-11,63,2021-03-07,B.1.525
Wales/PHWC-4DCD5D/2021,2021-03-11,63,2021-03-07,B.1.525
England/CAMC-13B82A1/2021,2021-03-10,63,2021-03-07,B.1.525
England/CAMC-13D2C1C/2021,2021-03-10,63,2021-03-07,B.1.525
England/QEUH-13C7D53/2021,2021-03-10,63,2021-03-07,B.1.525
Wales/PHWC-4DCC8D/2021,2021-03-10,63,2021-03-07,B.1.525
England/CAMC-13D21B3/2021,2021-03-09,63,2021-03-07,B.1.525
England/CAMC-13D263C/2021,2021-03-09,63,2021-03-07,B.1.525
England/CAMC-13D23EA/2021,2021-03-09,63,2021-03-07,B.1.525
England/CAMC-13D2696/2021,2021-03-09,63,2021-03-07,B.1.525
England/CAMC-13B7AE6/2021,2021-03-09,63,2021-03-07,B.1.525
England/CAMC-13B01CA/2021,2021-03-09,63,2021-03-07,B.1.525
Wales/PHWC-4DCBEA/2021,2021-03-09,63,2021-03-07,B.1.525
England/CAMC-13AFF5B/2021,2021-03-09,63,2021-03-07,B.1.525
England/EKHU-2611C57/2021,2021-03-08,63,2021-03-07,B.1.525
England/CAMC-13B6A8D/2021,2021-03-08,63,2021-03-07,B.1.525
Scotland/CAMC-13B771C/2021,2021-03-08,63,2021-03-07,B.1.525
England/CAMC-13AF0D0/2021,2021-03-08,63,2021-03-07,B.1.525
England/CAMC-13A5632/2021,2021-03-08,63,2021-03-07,B.1.525
England/CAMC-13A59EE/2021,2021-03-08,63,2021-03-07,B.1.525
Scotland/QEUH-13ADC1A/2021,2021-03-08,63,2021-03-07,B.1.525
Scotland/QEUH-13ADEF6/2021,2021-03-08,63,2021-03-07,B.1.525
England/MILK-13B29DF/2021,2021-03-08,63,2021-03-07,B.1.525
England/QEUH-13B50E6/2021,2021-03-08,63,2021-03-07,B.1.525
England/CAMC-13AF86F/2021,2021-03-07,63,2021-03-07,B.1.525
England/CAMC-13B6A05/2021,2021-03-07,63,2021-03-07,B.1.525
Scotland/QEUH-139E4C9/2021,2021-03-07,63,2021-03-07,B.1.525
England/PHEC-2FF776/2021,2021-03-07,63,2021-03-07,B.1.525
England/CAMC-13B6D66/2021,2021-03-06,62,2021-02-28,B.1.525
Wales/CAMC-13B7257/2021,2021-03-06,62,2021-02-28,B.1.525
England/CAMC-13AEC19/2021,2021-03-06,62,2021-02-28,B.1.525
England/EKHU-261171A/2021,2021-03-06,62,2021-02-28,B.1.525
England/CAMC-13A48D3/2021,2021-03-06,62,2021-02-28,B.1.525
England/CAMC-13A52B6/2021,2021-03-06,62,2021-02-28,B.1.525
England/CAMC-139BCA6/2021,2021-03-06,62,2021-02-28,B.1.525
England/MILK-13A2969/2021,2021-03-06,62,2021-02-28,B.1.525
England/CAMC-139C55F/2021,2021-03-06,62,2021-02-28,B.1.525
England/CAMC-139C1C4/2021,2021-03-06,62,2021-02-28,B.1.525
England/QEUH-1399BF6/2021,2021-03-06,62,2021-02-28,B.1.525
England/CAMC-13A4EA4/2021,2021-03-05,62,2021-02-28,B.1.525
England/CAMC-13A44FD/2021,2021-03-05,62,2021-02-28,B.1.525
England/CAMC-13A4C04/2021,2021-03-05,62,2021-02-28,B.1.525
England/MILK-13A3B35/2021,2021-03-05,62,2021-02-28,B.1.525
England/ALDP-13A1B0A/2021,2021-03-05,62,2021-02-28,B.1.525
England/CAMC-139C0E5/2021,2021-03-05,62,2021-02-28,B.1.525
England/CAMC-139C2B2/2021,2021-03-05,62,2021-02-28,B.1.525
England/ALDP-13A22C8/2021,2021-03-04,62,2021-02-28,B.1.525
England/CAMC-13A47D6/2021,2021-03-04,62,2021-02-28,B.1.525
England/CAMC-139CDC0/2021,2021-03-04,62,2021-02-28,B.1.525
England/CAMC-139669E/2021,2021-03-04,62,2021-02-28,B.1.525
England/ALDP-13883F2/2021,2021-03-04,62,2021-02-28,B.1.525
England/CAMC-13A42A8/2021,2021-03-03,62,2021-02-28,B.1.525
England/CAMC-139D13C/2021,2021-03-03,62,2021-02-28,B.1.525
England/CAMC-1395ED3/2021,2021-03-03,62,2021-02-28,B.1.525
England/CAMC-1395C33/2021,2021-03-03,62,2021-02-28,B.1.525
England/CAMC-139641C/2021,2021-03-03,62,2021-02-28,B.1.525
England/CAMC-13963E2/2021,2021-03-03,62,2021-02-28,B.1.525
England/MILK-1386910/2021,2021-03-03,62,2021-02-28,B.1.525
Wales/ALDP-1388F58/2021,2021-03-03,62,2021-02-28,B.1.525
England/CAMC-137A690/2021,2021-03-03,62,2021-02-28,B.1.525
England/CAMC-137AAEF/2021,2021-03-03,62,2021-02-28,B.1.525
England/CAMC-137A7BB/2021,2021-03-03,62,2021-02-28,B.1.525
England/CAMC-137A7AC/2021,2021-03-03,62,2021-02-28,B.1.525
England/MILK-1383685/2021,2021-03-03,62,2021-02-28,B.1.525
England/ALDP-13842CC/2021,2021-03-03,62,2021-02-28,B.1.525
England/CAMC-13819D9/2021,2021-03-02,62,2021-02-28,B.1.525
England/CAMC-13AF629/2021,2021-03-02,62,2021-02-28,B.1.525
England/CAMC-1395EF1/2021,2021-03-02,62,2021-02-28,B.1.525
England/CAMC-1395EE2/2021,2021-03-02,62,2021-02-28,B.1.525
England/CAMC-1395E88/2021,2021-03-02,62,2021-02-28,B.1.525
England/CAMC-1395E97/2021,2021-03-02,62,2021-02-28,B.1.525
England/CAMC-13958D5/2021,2021-03-02,62,2021-02-28,B.1.525
England/LOND-12F8A62/2021,2021-03-02,62,2021-02-28,B.1.525
England/EKHU-2611B0F/2021,2021-03-01,62,2021-02-28,B.1.525
England/CAMC-139B5F6/2021,2021-03-01,62,2021-02-28,B.1.525
England/QEUH-138F3EC/2021,2021-03-01,62,2021-02-28,B.1.525
England/QEUH-138F4F8/2021,2021-03-01,62,2021-02-28,B.1.525
England/CAMC-13962A9/2021,2021-03-01,62,2021-02-28,B.1.525
Northern_Ireland/NIRE-00040f/2021,2021-03-01,62,2021-02-28,B.1.525
England/CAMC-1382AC6/2021,2021-03-01,62,2021-02-28,B.1.525
England/CAMC-1322D47/2021,2021-03-01,62,2021-02-28,B.1.525
Scotland/MILK-1370919/2021,2021-03-01,62,2021-02-28,B.1.525
England/CAMC-134E3DA/2021,2021-02-28,62,2021-02-28,B.1.525
England/QEUH-1355516/2021,2021-02-28,62,2021-02-28,B.1.525
England/MILK-136F29A/2021,2021-02-28,62,2021-02-28,B.1.525
Wales/PHWC-4D83AA/2021,2021-02-28,62,2021-02-28,B.1.525
England/EKHU-26119D8/2021,2021-02-27,61,2021-02-21,B.1.525
England/CAMC-134D872/2021,2021-02-27,61,2021-02-21,B.1.525
England/CAMC-1395EC4/2021,2021-02-27,61,2021-02-21,B.1.525
England/QEUH-138F15B/2021,2021-02-27,61,2021-02-21,B.1.525
England/QEUH-138FC78/2021,2021-02-27,61,2021-02-21,B.1.525
England/CAMC-1395723/2021,2021-02-27,61,2021-02-21,B.1.525
England/CAMC-135922A/2021,2021-02-27,61,2021-02-21,B.1.525
England/QEUH-1355613/2021,2021-02-27,61,2021-02-21,B.1.525
England/QEUH-1354D97/2021,2021-02-27,61,2021-02-21,B.1.525
