sequence_name,sample_date,epi_week,epi_date,lineage
England/ALDP-1555F07/2021,2021-05-01,70,2021-04-25,AV.1
England/ALDP-15561A6/2021,2021-05-01,70,2021-04-25,AV.1
England/ALDP-1557F6F/2021,2021-05-01,70,2021-04-25,AV.1
England/SHEF-10E58AC/2021,2021-04-30,70,2021-04-25,AV.1
England/SHEF-10DC3F2/2021,2021-04-30,70,2021-04-25,AV.1
England/NORT-1BBD9FA/2021,2021-04-29,70,2021-04-25,AV.1
England/NORT-1BBDB30/2021,2021-04-29,70,2021-04-25,AV.1
England/NORT-1BA57A0/2021,2021-04-29,70,2021-04-25,AV.1
England/ALDP-154D5B5/2021,2021-04-29,70,2021-04-25,AV.1
England/NORT-1BC491E/2021,2021-04-28,70,2021-04-25,AV.1
England/SHEF-10DA497/2021,2021-04-28,70,2021-04-25,AV.1
England/QEUH-1540F5A/2021,2021-04-27,70,2021-04-25,AV.1
England/QEUH-154128D/2021,2021-04-27,70,2021-04-25,AV.1
England/QEUH-1541092/2021,2021-04-27,70,2021-04-25,AV.1
England/QEUH-1543115/2021,2021-04-27,70,2021-04-25,AV.1
England/ALDP-1548EBF/2021,2021-04-26,70,2021-04-25,AV.1
England/MILK-1541FD1/2021,2021-04-26,70,2021-04-25,AV.1
England/QEUH-153D6F1/2021,2021-04-26,70,2021-04-25,AV.1
England/ALDP-1543D8A/2021,2021-04-26,70,2021-04-25,AV.1
England/PHEC-30B21B/2021,2021-04-26,70,2021-04-25,AV.1
England/MILK-154CAC6/2021,2021-04-23,69,2021-04-18,AV.1
England/CAMC-1507EE9/2021,2021-04-14,68,2021-04-11,AV.1
England/QEUH-14C1E55/2021,2021-03-31,66,2021-03-28,AV.1
England/QEUH-148F257/2021,2021-03-28,66,2021-03-28,AV.1
