sequence_name,sample_date,epi_week,epi_date,lineage
England/CAMC-11E8E3D/2021,2021-02-03,58,2021-01-31,A.23.1
England/CAMC-11E8DF4/2021,2021-02-03,58,2021-01-31,A.23.1
England/ALDP-120369D/2021,2021-02-02,58,2021-01-31,A.23.1
England/LOND-132991F/2021,2021-01-31,58,2021-01-31,A.23.1
Wales/PHWC-4C46A8/2021,2021-01-30,57,2021-01-24,A.23.1
England/CAMC-11B36F7/2021,2021-01-29,57,2021-01-24,A.23.1
Scotland/EDB14780/2021,2021-01-29,57,2021-01-24,A.23.1
England/ALDP-11B01DB/2021,2021-01-28,57,2021-01-24,A.23.1
Scotland/QEUH-118A25F/2021,2021-01-28,57,2021-01-24,A.23.1
Scotland/QEUH-1188215/2021,2021-01-28,57,2021-01-24,A.23.1
Scotland/QEUH-11881EB/2021,2021-01-28,57,2021-01-24,A.23.1
England/CAMC-11AA0B9/2021,2021-01-27,57,2021-01-24,A.23.1
England/CAMC-11AA08C/2021,2021-01-27,57,2021-01-24,A.23.1
England/MILK-11A3F86/2021,2021-01-27,57,2021-01-24,A.23.1
England/CAMC-11AAC2E/2021,2021-01-26,57,2021-01-24,A.23.1
England/ALDP-1195A59/2021,2021-01-26,57,2021-01-24,A.23.1
England/ALDP-1195BB0/2021,2021-01-26,57,2021-01-24,A.23.1
England/QEUH-11718FF/2021,2021-01-26,57,2021-01-24,A.23.1
England/ALDP-11965DF/2021,2021-01-26,57,2021-01-24,A.23.1
England/QEUH-1171789/2021,2021-01-25,57,2021-01-24,A.23.1
England/ALDP-1183F13/2021,2021-01-25,57,2021-01-24,A.23.1
England/ALDP-1184CEE/2021,2021-01-25,57,2021-01-24,A.23.1
England/ALDP-118698B/2021,2021-01-25,57,2021-01-24,A.23.1
England/ALDP-1186A5B/2021,2021-01-25,57,2021-01-24,A.23.1
England/ALDP-1186A79/2021,2021-01-25,57,2021-01-24,A.23.1
England/TFCI-270645C/2021,2021-01-23,56,2021-01-17,A.23.1
England/ALDP-115051D/2021,2021-01-23,56,2021-01-17,A.23.1
England/PHEC-158967/2021,2021-01-23,56,2021-01-17,A.23.1
England/PHEC-158897/2021,2021-01-23,56,2021-01-17,A.23.1
England/PHEC-1587D6/2021,2021-01-23,56,2021-01-17,A.23.1
Scotland/QEUH-10F8A37/2021,2021-01-23,56,2021-01-17,A.23.1
England/PHEC-157ADE/2021,2021-01-23,56,2021-01-17,A.23.1
England/ALDP-10F69F0/2021,2021-01-22,56,2021-01-17,A.23.1
England/TFCI-270AEE1/2021,2021-01-21,56,2021-01-17,A.23.1
England/TFCI-2705AA6/2021,2021-01-21,56,2021-01-17,A.23.1
England/ALDP-10ECB51/2021,2021-01-21,56,2021-01-17,A.23.1
England/ALDP-10EEBF5/2021,2021-01-21,56,2021-01-17,A.23.1
England/LIVE-DE862D/2021,2021-01-20,56,2021-01-17,A.23.1
England/ALDP-10E389F/2021,2021-01-19,56,2021-01-17,A.23.1
England/ALDP-10E51DE/2021,2021-01-19,56,2021-01-17,A.23.1
England/ALDP-10E30F1/2021,2021-01-19,56,2021-01-17,A.23.1
England/ALDP-10E5192/2021,2021-01-19,56,2021-01-17,A.23.1
England/ALDP-109446C/2021,2021-01-18,56,2021-01-17,A.23.1
England/CAMC-10A0B95/2021,2021-01-18,56,2021-01-17,A.23.1
England/PHEC-15450D/2021,2021-01-18,56,2021-01-17,A.23.1
England/MILK-10CE26F/2021,2021-01-17,56,2021-01-17,A.23.1
England/ALDP-109DDD1/2021,2021-01-17,56,2021-01-17,A.23.1
England/ALDP-10921A3/2021,2021-01-17,56,2021-01-17,A.23.1
England/ALDP-109206A/2021,2021-01-17,56,2021-01-17,A.23.1
England/ALDP-109213A/2021,2021-01-17,56,2021-01-17,A.23.1
Scotland/QEUH-1033BE2/2021,2021-01-16,55,2021-01-10,A.23.1
England/CAMC-105EB5A/2021,2021-01-16,55,2021-01-10,A.23.1
England/QEUH-10331C2/2021,2021-01-15,55,2021-01-10,A.23.1
England/CAMC-106325D/2021,2021-01-15,55,2021-01-10,A.23.1
England/ALDP-10659DE/2021,2021-01-15,55,2021-01-10,A.23.1
England/ALDP-1065015/2021,2021-01-15,55,2021-01-10,A.23.1
England/ALDP-10307B4/2021,2021-01-14,55,2021-01-10,A.23.1
England/ALDP-10307C3/2021,2021-01-14,55,2021-01-10,A.23.1
Scotland/QEUH-10033E3/2021,2021-01-14,55,2021-01-10,A.23.1
England/LIVE-DECDD9/2021,2021-01-12,55,2021-01-10,A.23.1
England/LIVE-DECD42/2021,2021-01-12,55,2021-01-10,A.23.1
England/LIVE-DECD24/2021,2021-01-12,55,2021-01-10,A.23.1
England/LIVE-DECE21/2021,2021-01-12,55,2021-01-10,A.23.1
England/LIVE-DECE30/2021,2021-01-12,55,2021-01-10,A.23.1
England/LIVE-DECC72/2021,2021-01-12,55,2021-01-10,A.23.1
England/LIVE-DEC87E/2021,2021-01-12,55,2021-01-10,A.23.1
England/LIVE-DECD9D/2021,2021-01-12,55,2021-01-10,A.23.1
England/LIVE-DECCEB/2021,2021-01-12,55,2021-01-10,A.23.1
England/MILK-103BD8A/2021,2021-01-12,55,2021-01-10,A.23.1
England/MILK-103C132/2021,2021-01-12,55,2021-01-10,A.23.1
England/LOND-12898B7/2021,2021-01-12,55,2021-01-10,A.23.1
England/ALDP-10101E9/2021,2021-01-12,55,2021-01-10,A.23.1
England/ALDP-1010161/2021,2021-01-12,55,2021-01-10,A.23.1
England/ALDP-1005D01/2021,2021-01-12,55,2021-01-10,A.23.1
England/ALDP-1004A56/2021,2021-01-12,55,2021-01-10,A.23.1
England/ALDP-FFFC01/2021,2021-01-11,55,2021-01-10,A.23.1
England/ALDP-FBC013/2021,2021-01-11,55,2021-01-10,A.23.1
England/ALDP-FBBFF9/2021,2021-01-11,55,2021-01-10,A.23.1
England/ALDP-FBB5D9/2021,2021-01-11,55,2021-01-10,A.23.1
England/ALDP-FB5A94/2021,2021-01-11,55,2021-01-10,A.23.1
England/TFCI-27020B6/2021,2021-01-10,55,2021-01-10,A.23.1
England/ALDP-FAF5E7/2021,2021-01-10,55,2021-01-10,A.23.1
England/ALDP-FB542D/2021,2021-01-10,55,2021-01-10,A.23.1
England/ALDP-FB4C26/2021,2021-01-10,55,2021-01-10,A.23.1
England/ALDP-FB49C5/2021,2021-01-10,55,2021-01-10,A.23.1
England/LIVE-DDA6C4/2021,2021-01-10,55,2021-01-10,A.23.1
England/ARCH-000047B11/2021,2021-01-09,54,2021-01-03,A.23.1
England/TFCI-2704096/2021,2021-01-09,54,2021-01-03,A.23.1
England/TFCI-270246F/2021,2021-01-09,54,2021-01-03,A.23.1
England/ALDP-FA345F/2021,2021-01-09,54,2021-01-03,A.23.1
England/ALDP-FA27FD/2021,2021-01-09,54,2021-01-03,A.23.1
England/ALDP-F81CC8/2021,2021-01-09,54,2021-01-03,A.23.1
England/TFCI-2705420/2021,2021-01-08,54,2021-01-03,A.23.1
England/LIVE-DD9C69/2021,2021-01-08,54,2021-01-03,A.23.1
England/MILK-FAA5FB/2021,2021-01-08,54,2021-01-03,A.23.1
England/MILK-F8898E/2021,2021-01-07,54,2021-01-03,A.23.1
Wales/PHWC-4B4201/2021,2021-01-06,54,2021-01-03,A.23.1
England/QEUH-EFF4DD/2021,2021-01-04,54,2021-01-03,A.23.1
England/ALDP-115029E/2021,2021-01-03,54,2021-01-03,A.23.1
England/OXON-F4BF85/2021,2021-01-02,53,2020-12-27,A.23.1
England/LIVE-DD3ADE/2021,2021-01-01,53,2020-12-27,A.23.1
England/PHEC-1542AC/2020,2020-12-31,53,2020-12-27,A.23.1
England/LIVE-DD3A1A/2020,2020-12-31,53,2020-12-27,A.23.1
England/LIVE-DD3986/2020,2020-12-31,53,2020-12-27,A.23.1
England/ALDP-F74F74/2020,2020-12-30,53,2020-12-27,A.23.1
England/OXON-F48568/2020,2020-12-29,53,2020-12-27,A.23.1
England/CAMC-DE8326/2020,2020-12-29,53,2020-12-27,A.23.1
England/ALDP-D41394/2020,2020-12-27,53,2020-12-27,A.23.1
Scotland/QEUH-D14BB0/2020,2020-12-27,53,2020-12-27,A.23.1
England/CAMC-D0DACC/2020,2020-12-26,52,2020-12-20,A.23.1
England/CAMC-D11403/2020,2020-12-26,52,2020-12-20,A.23.1
England/CAMC-D0DA9F/2020,2020-12-26,52,2020-12-20,A.23.1
England/QEUH-D12B76/2020,2020-12-26,52,2020-12-20,A.23.1
England/ALDP-CE1BEA/2020,2020-12-24,52,2020-12-20,A.23.1
England/ALDP-CEB4D6/2020,2020-12-21,52,2020-12-20,A.23.1
England/ALDP-CECF7A/2020,2020-12-21,52,2020-12-20,A.23.1
England/CAMC-CF4B5D/2020,2020-12-21,52,2020-12-20,A.23.1
England/QEUH-CC37F9/2020,2020-12-21,52,2020-12-20,A.23.1
England/MILK-D0D65F/2020,2020-12-20,52,2020-12-20,A.23.1
England/MILK-D0C2D4/2020,2020-12-20,52,2020-12-20,A.23.1
England/ALDP-CBF602/2020,2020-12-20,52,2020-12-20,A.23.1
England/ALDP-CB55B4/2020,2020-12-20,52,2020-12-20,A.23.1
England/CAMC-CF48FC/2020,2020-12-18,51,2020-12-13,A.23.1
England/OXON-F43F7E/2020,2020-12-18,51,2020-12-13,A.23.1
England/TFCI-27099E1/2020,2020-12-16,51,2020-12-13,A.23.1
England/QEUH-C93640/2020,2020-12-16,51,2020-12-13,A.23.1
England/ALDP-C8A0A8/2020,2020-12-16,51,2020-12-13,A.23.1
England/QEUH-C7F8BD/2020,2020-12-16,51,2020-12-13,A.23.1
England/ALDP-C88D1C/2020,2020-12-16,51,2020-12-13,A.23.1
England/ALDP-C8B57B/2020,2020-12-16,51,2020-12-13,A.23.1
England/ALDP-C8B432/2020,2020-12-16,51,2020-12-13,A.23.1
England/CAMC-C70D53/2020,2020-12-16,51,2020-12-13,A.23.1
England/ALDP-C8DE41/2020,2020-12-15,51,2020-12-13,A.23.1
England/ALDP-C6A8C4/2020,2020-12-14,51,2020-12-13,A.23.1
England/ALDP-C6B623/2020,2020-12-14,51,2020-12-13,A.23.1
England/ALDP-C6B6AB/2020,2020-12-14,51,2020-12-13,A.23.1
England/ALDP-C8CD72/2020,2020-12-14,51,2020-12-13,A.23.1
England/QEUH-C5C7B9/2020,2020-12-14,51,2020-12-13,A.23.1
England/MILK-C91897/2020,2020-12-12,50,2020-12-06,A.23.1
England/MILK-C53AC8/2020,2020-12-12,50,2020-12-06,A.23.1
England/QEUH-C53F05/2020,2020-12-11,50,2020-12-06,A.23.1
England/QEUH-C3151A/2020,2020-12-11,50,2020-12-06,A.23.1
England/CAMC-C470E3/2020,2020-12-10,50,2020-12-06,A.23.1
England/ALDP-C3D88E/2020,2020-12-10,50,2020-12-06,A.23.1
England/CAMC-C4380D/2020,2020-12-10,50,2020-12-06,A.23.1
England/ALDP-C3A168/2020,2020-12-08,50,2020-12-06,A.23.1
England/MILK-CB1C77/2020,2020-12-06,50,2020-12-06,A.23.1
England/MILK-CB1C86/2020,2020-12-06,50,2020-12-06,A.23.1
England/MILK-CB1C68/2020,2020-12-06,50,2020-12-06,A.23.1
England/TFCI-26FEF84/2020,2020-12-05,49,2020-11-29,A.23.1
England/TFCI-26FEF93/2020,2020-12-05,49,2020-11-29,A.23.1
England/OXON-F3FBAE/2020,2020-12-03,49,2020-11-29,A.23.1
England/CAMC-BD17BD/2020,2020-11-27,48,2020-11-22,A.23.1
